NewsID,Category,Subcategory,Title
N64049,news,newsworld,soldier surrender el chapo son shocked mexican city sigh relief
N51887,video,news,rep devin nunes house impeachment investigation
N9219,news,newspolitics,elizabeth warren campaign say reviewing other revenue option medicare
N54619,finance,financenews,president trump we building wall colorado
N23993,weather,weathertopstories,another day normal temperature high near two cold front way
N10518,health,medical,doctor explain exact step take nasty spider bite
N37291,news,newsopinion,kurdish syrian turkish irony
N31020,finance,finance-savemoney,thing never buy without coupon
N1966,news,newsus,black security officer fired repeating racial slur get job back
N56019,finance,finance-real-estate,gwen stefani sold beverly hill mansion million take look inside
N6354,lifestyle,lifestylecleaningandorganizing,crazy cleaning tip actually work
N35893,sports,football_nfl,uconn football frustration clear second quarter sequence
N42957,travel,traveltripideas,under the radar destination latin america
N28284,autos,autosnews,vehicle catch fire i university boulevard outside southbound lane closed
N9144,sports,basketball_nba,thunder deny report claiming ticket price going
N10670,news,newsus,james o neill timeline
N57386,news,newsscienceandtechnology,female astronaut school trump outer space
N51555,news,newsoffbeat,bus fell sinkhole downtown internet rejoiced
N24468,sports,more_sports,running diary orlando magic point guard rotation
N31269,travel,travelnews,alaska airline drop two hawaii california route bolster others
N7279,news,newsus,year hurricane michael housing remains challenge
N37890,weather,weathertopstories,large storm arrive pa halloween forecaster say
N20805,sports,football_nfl,raven v seahawks week inactive list
N34296,news,newscrime,family missing year old bridgeton girl say ishe found
N52167,travel,traveltripideas,brady bunch filming location every fan visit
N35329,weather,weathertopstories,coldest air season arrives week along possibility first flake snow
N36223,sports,football_nfl,dwayne haskins starting show lot improvement practice
N16086,travel,travelarticle,giant nickelodeon theme park ice rink open american dream new jersey week
N1895,health,wellness,worst dish eat buffet according food safety expert
N60239,video,science,missing link human evolution discovered ape human all in one
N49791,video,viral,world leader visit trump white house thing get awkward
N13508,news,newspolitics,trump ally craft list potential mulvaney replacement
N4848,health,weightloss,midlife weight gain struggle real
N6938,news,newspolitics,lawyer center ukraine vortex
N40716,tv,tv-celebrity,lori loughlin absolutely terrified hit new charge
N12435,sports,basketball_nba,i sit there tampa firefighter run safety harbor mayor
N6736,news,newsus,witness take stand planned parenthood missouri health department battle abortion license
N27308,sports,baseball_mlb,astros run table washington take world series lead
N48891,music,music-gallery,richest boy band beatles bts
N55922,news,newsus,prosecutor want black judge criticized incarceration rate african american removed
N55289,sports,mma,diaz rewatches mcgregor win dana white cry
N64660,weather,weathertopstories,timeline first dose winter weather eastern pa
N28811,movies,movievideo,trailer scandalous
N11346,news,newsworld,hour syrian hospital bombed one culprit russia
N18378,foodanddrink,restaurantsandnews,america best inexpensive steakhouse
N55852,finance,finance-savemoney,expense quietly drain wallet
N29609,video,viral,los angeles opera star performs stage life changing viral video
N40215,news,newsus,one dead boynton beach shooting
N55925,news,newspolitics,amid show support trump meet giuliani lunch
N6370,weather,weathertopstories,miserable weather predicted halloween michigan rain wind maybe even snow
N21853,video,viral,clueless actress arrested domestic violence
N560,movies,movievideo,trailer abominable
N45334,sports,football_ncaa,technical tidbit recruit still seem happy
N12785,sports,baseball_mlb,carlos beltran hire clear mets learned nothing mickey callaway mess
N19994,movies,movievideo,trailer bennett war
N27698,foodanddrink,restaurantsandnews,best bar watch football every state
N29131,sports,mma,video gabriel gonzaga knock bigfoot silva bkfc
N6261,health,medical,sign disease teeth reveal
N26606,autos,autosenthusiasts,shelby gt aero performance cooling
N32773,sports,soccer,christian pulisic tammy abraham lead chelsea fifth straight premier league win video
N11040,news,newsus,florida senate vote remove broward sheriff scott israel
N33504,finance,finance-small-business,falafel business founder turned mark cuban ishark tank
N46575,sports,football_nfl,watch lion fan mercilessly boo referee sunday coin toss
N53214,news,newsgoodnews,incredible kid really changed world
N5189,autos,autosenthusiasts,innards chevy silverado allison transmission prove witchcraft real
N23094,lifestyle,lifestyledidyouknow,fact genius feel like einstein
N27896,lifestyle,lifestyleroyals,billionaire heiress tatiana santo domingo wealthiest citizen monaco one third country population asset million
N15611,autos,autosnews,man woman arrested unauthorized use vehicle failing return test drive
N37333,news,newsworld,justin trudeau plan at all coalition
N64115,health,nutrition,want lose weight track macro using dietitian simple plate hack
N46127,lifestyle,lifestyleroyals,unusual princess mette marit norway
N12540,sports,football_nfl,nfl expert pick expert all in steelers monday night football
N36563,sports,icehockey_nhl,blackhawks still waiting jonathan toews patrick kane emerge slow start
N8083,lifestyle,lifestylebuzz,lynnwood police seek public help finding year old woman missing since september
N14644,entertainment,celebrity,charlize theron margot robbie face time l a plus priyanka chopra jonas smith
N9984,autos,autosnews,caused york fair ferris wheel accident injured three people
N58991,sports,football_nfl,bill delivers victory winless dolphin
N35807,news,newscrime,jpso man dy fight outside harvey bar
N59177,movies,movies-celebrity,johnny depp trial location manager assault suit delayed may
N49951,news,newsus,mom say fuel mix up costco station manchester damaged car
N29434,health,weightloss,much weight realistic lose month according expert
N30621,travel,travelnews,police stop protest sea tac airport begin
N26502,tv,tv-gallery,show queue netflix seriously missing fleabag
N48801,news,newspolitics,candidate spar health care key iowa event
N14624,lifestyle,lifestyleshopping,best weighted blanket gravity bearaby
N32256,finance,personalfinance,quit stalling write
N7201,tv,humor,pete davidson return isaturday night live reveals really missed last two episode
N17386,sports,football_nfl,cbs predicts o j howard trade patriot
N18905,foodanddrink,newstrends,china braised chicken mega chain open two restaurant los angeles weekend
N13110,lifestyle,lifestylebuzz,reader share best halloween costume
N26258,autos,autosnews,u highway lane near university parkway back open traffic crash involving tractor trailer
N38390,news,newsfactcheck,fact check trump falsely claim book demanded killing osama bin laden
N28614,lifestyle,lifestyleroyals,look back prince charles camilla relationship year
N36417,health,weightloss,guy lost pound got jacked changing mindset
N7359,tv,humor,best sketch comedy show time
N30111,health,fitness,trainer want start exercise strengthen stabilize core
N22924,sports,football_ncaa,predicting college football ap top poll week lsu climb georgia fall
N30003,sports,basketball_nba,ranking nba head coach
N7210,finance,finance-companies,facebook finally decided best way deliver news act like newspaper
N30190,lifestyle,lifestylehomeandgarden,see inside square foot tent couple transformed tiny home family
N62394,news,newspolitics,secretary state katie hobbs apologizes former senate staffer discrimination lawsuit
N46768,video,viral,amazing video show massive cruise ship squeezing narrow canal
N32183,tv,tv-recaps,dancing star week recap go home movie night nearly did
N60331,tv,tvnews,karen pendleton dy original mouseketeer disney the mickey mouse club
N41160,sports,icehockey_nhl,defensive woe exposed wild loss penguin
N11832,travel,travelarticle,marine corp marathon everything need know
N24735,foodanddrink,tipsandtricks,fall produce item try season
N22480,foodanddrink,newstrends,reality tv burger chain wahlburgers make texas debut next week
N17091,movies,movies-celebrity,bride wore sparkle first look jennifer lawrence cooke maroney married couple leave haunted rhode island castle wedding venue partying a list guest including sienna miller kris jenner am
N4439,video,animals,pup told jump pool jump immediately
N53330,movies,movievideo,trailer wedding
N5710,weather,weathertopstories,icy road treacherous morning commute midwest
N17377,news,newspolitics,u s diplomat questioned crazy ukraine policy testify trump probe
N18697,music,musicnews,best female country music star time
N9025,news,newsus,report pennsylvania gov tom wolf new jersey gov phil murphy among top highest paid governor u
N63496,tv,tvnews,biggest late night guest bring news angle movie clip
N64893,music,musicvideos,taylor swift performs snl brings joe alwyn after party
N13420,sports,football_nfl,watch travis etienne set school record gorgeous yard td run
N42288,news,newscrime,jane buckingham parenting book author get three week prison admission scandal
N6345,sports,baseball_mlb,james paxton keep yankee season alive
N63001,news,newsus,fpl want run turkey point nuclear reactor year regulator grant key ok
N841,tv,tv-celebrity,paris hilton attends funeral service grandfather brother barron give heartfelt eulogy
N23534,sports,more_sports,day sport monday october
N14626,health,health-news,common nutrient deficiency america
N7208,news,newsworld,today history october
N23343,sports,golf,crash injury shuts part i near sarasota
N15779,sports,football_ncaa,field lead no ohio state past northwestern
